folder,ID,Name,Lat,Lon,Alt,Vbl,Stat,Units,Source,Link,year_start,year_end,n_records,n_unique_years,filepath
Skudenes,DWRUK_SKUDESNAES,Skudesnaes,59.15,5.25,2,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1866,1875,3685,10,/scratch3/PALAEO-RA/daily_data/final/Skudenes/WRDv2-2_Skudenes_18660101-18750331_p_subdaily.tsv
Kamianets,Kamianets_Podilskyi,Kamianets-Podilskyi,48.666700,26.583300,228,p,point,hPa,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1867,1868,2100,2,/scratch3/PALAEO-RA/daily_data/final/Kamianets/UA-UHMI_Kamianets_Podilskyi_18670101-18681130_p_subdaily.tsv
Odesa,Odesa_lighthouse,"Odesa, lighthouse",46.400000,30.750000,45,p,point,hPa,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1867,1871,2260,5,/scratch3/PALAEO-RA/daily_data/final/Odesa/UA-UHMI_Odesa_lighthouse_18671016-18710612_p_subdaily.tsv
Vardo,Vardø radio,Vardø radio,70.370700,31.096200,10.0,p,point,hPa,frost.met.no,DOI 10.5281/zenodo.5940391,1867,1966,111306,100,/scratch3/PALAEO-RA/daily_data/final/Vardo/METNO_Vardøradio_18670701-19661231_p_subdaily.tsv
Alange,BAALAN2,Extremadura-Alange,38.784444,-6.243611,323,p,point,hPa,"Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from BAALAN1 (1866). PANGAEA.",https://doi.pangaea.de/10.1594/PANGAEA.925805,1868,1868,368,1,/scratch3/PALAEO-RA/daily_data/final/Alange/EMOSSv2_Alange_18680701-18680930_p_subdaily_qc.tsv
Biarritz,DWRUK_BIARRITZ,Biarritz,43.483484,-1.567955,39,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,2108,8,/scratch3/PALAEO-RA/daily_data/final/Biarritz/WRDv2-2_Biarritz_18680426-18750331_p_subdaily.tsv
Bodoe,WMO-1152,Bodo,67.26,14.43,13,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1868,1994,46386,127,/scratch3/PALAEO-RA/daily_data/final/Bodoe/CRU_Bodoe_18680101-19941231_p_daily_qc.tsv
Brussels,DWRUK_BRUSSELS,Brussels,50.800000,4.400000,60,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,1581,7,/scratch3/PALAEO-RA/daily_data/final/Brussels/WRDv2-2_Brussels_18680102-18750331_p_daily.tsv
CapGrisNez,DWRUK_CAPGRISNEZ,Cap Gris Nez,50.870870,1.585211,12,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,2284,8,/scratch3/PALAEO-RA/daily_data/final/CapGrisNez/WRDv2-2_Cap-Griz-Nez_18680617-18750331_p_subdaily.tsv
HeartsContent,DWRUK_HEARTSCONTENT,Heart's Content,47.87,-53.37,107,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1870,513,3,/scratch3/PALAEO-RA/daily_data/final/HeartsContent/WRDv2-2_Hearts-Content_18680113-18701130_p_subdaily.tsv
Holyhead,HOLYHEAD,HOLYHEAD,53.3100,-4.6300,220,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,1154,4,/scratch3/PALAEO-RA/daily_data/final/Holyhead/EMULATE_Holyhead_18680101-18710228_p_subdaily.tsv
Liverpool,LIVERPOOL,LIVERPOOL,53.4000,-3.0800,30,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,1113,4,/scratch3/PALAEO-RA/daily_data/final/Liverpool/EMULATE_Liverpool_18680101-18710228_p_subdaily.tsv
Lyon,DWRUK_LYONS,Lyon (St. Genis-Laval),45.693951,4.782808,210,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1873,978,5,/scratch3/PALAEO-RA/daily_data/final/Lyon/WRDv2-2_Lyon_18680103-18730904_p_subdaily.tsv
Nairn,NAIRN,NAIRN,57.5900,-3.8700,25,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,1816,4,/scratch3/PALAEO-RA/daily_data/final/Nairn/EMULATE_Nairn_18680101-18710228_p_subdaily.tsv
Penzance,PENZANCE,PENZANCE,50.1200,-5.5400,23,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,1955,4,/scratch3/PALAEO-RA/daily_data/final/Penzance/EMULATE_Penzance_18680101-18710228_p_subdaily.tsv
Portsmouth,PORTSMOUTH,PORTSMOUTH,50.8200,-1.0900,28,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,1152,4,/scratch3/PALAEO-RA/daily_data/final/Portsmouth/EMULATE_Portsmouth_18680101-18710228_p_subdaily.tsv
RochesPoint,DWRUK_ROCHESPOINT,Roches Point,51.793124,-8.254541,12.8,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,2606,8,/scratch3/PALAEO-RA/daily_data/final/RochesPoint/WRDv2-2_Roches-Point_18680101-18750331_p_subdaily.tsv
Scarborough,SCARBOROUGH,SCARBOROUGH,54.2800,-0.4000,36.58,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,1946,4,/scratch3/PALAEO-RA/daily_data/final/Scarborough/EMULATE_Scarborough_18680101-18710228_p_subdaily.tsv
Toulon,TOULON,TOULON,43.1200,5.9300,132,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1868,1881,4785,14,/scratch3/PALAEO-RA/daily_data/final/Toulon/EMULATE_Toulon_18680503-18811231_p_subdaily.tsv
Toulon,DWRUK_TOULON,Toulon,43.05240,5.85483,132,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,1824,7,/scratch3/PALAEO-RA/daily_data/final/Toulon/WRDv2-2_Toulon_18680503-18750331_p_subdaily.tsv
Wertheim,Wertheim-Eichel,Wertheim-Eichel,49.7606,9.5125,146.0,p,point,hPa,DWD,DOI 10.5281/zenodo.5940391,1868,1964,76206,77,/scratch3/PALAEO-RA/daily_data/final/Wertheim/DWD_Wertheim_18681020-19641231_p_subdaily.tsv
Baghdad,BAGHDAD,BAGHDAD,33.3100,44.3600,34,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1869,1876,2579,8,/scratch3/PALAEO-RA/daily_data/final/Baghdad/EMULATE_Baghdad_18690901-18761130_p_subdaily.tsv
Bassora,BASRA,BASRA,30.5100,47.7800,5,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1869,1879,2351,10,/scratch3/PALAEO-RA/daily_data/final/Bassora/EMULATE_Bassora_18690901-18790630_p_subdaily.tsv
Beirut,WMO-40100,Beirut,33.82,35.48,19,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1869,1881,4748,13,/scratch3/PALAEO-RA/daily_data/final/Beirut/CRU_Beirut_18690101-18811231_p_daily.tsv
Beirut,BEIRUT,BEIRUT,33.8900,35.5000,0,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1869,1876,1561,6,/scratch3/PALAEO-RA/daily_data/final/Beirut/EMULATE_Beirut_18690901-18761231_p_subdaily.tsv
Diyarbakir,DIYARBAKIR,DIYARBAKIR,37.9300,40.2100,675,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1869,1874,1668,6,/scratch3/PALAEO-RA/daily_data/final/Diyarbakir/EMULATE_Diyarbakir_18690901-18740531_p_subdaily.tsv
Lesina,WMO-13333,Lesina,43.53,16.3,21,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1869,1881,4748,13,/scratch3/PALAEO-RA/daily_data/final/Lesina/CRU_Lesina_18690101-18811231_p_daily_qc.tsv
Lisbon,LISBON,LISBON,38.7200,-9.1400,51,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1869,1881,4557,13,/scratch3/PALAEO-RA/daily_data/final/Lisbon/EMULATE_Lisbon_18690103-18811230_p_subdaily.tsv
Lyon,LYONS,LYONS,45.7600,4.8400,210,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1869,1881,4349,13,/scratch3/PALAEO-RA/daily_data/final/Lyon/EMULATE_Lyon_18690101-18811231_p_subdaily.tsv
Pembrokeshire,PEMBROKE,PEMBROKE,51.6800,-5.1800,13,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1869,1871,608,3,/scratch3/PALAEO-RA/daily_data/final/Pembrokeshire/EMULATE_Pembroke_18690701-18710228_p_subdaily.tsv
Rome,ROME,ROME,41.9000,12.5000,56,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1869,1881,4510,13,/scratch3/PALAEO-RA/daily_data/final/Rome/EMULATE_Rome_18690101-18811230_p_subdaily.tsv
Strasbourg,DWRUK_STRASBOURG,Strasbourg,48.58,7.77,147,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1869,1870,82,2,/scratch3/PALAEO-RA/daily_data/final/Strasbourg/WRDv2-2_Strasbourg_18690515-18700522_p_subdaily.tsv
Kiev,Kyiv,Kyiv,50.450000,30.503100,183,p,point,hPa,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1870,1880,11960,11,/scratch3/PALAEO-RA/daily_data/final/Kiev/UA-UHMI_Kyiv_18700101-18801231_p_subdaily.tsv
Kristiansund,DWRUK_CHRISTIANS,Christiansund,63.11,7.73,10,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,1734,6,/scratch3/PALAEO-RA/daily_data/final/Kristiansund/WRDv2-2_Kristiansund_18700103-18750331_p_subdaily.tsv
Luhansk,Luhansk,Luhansk,48.566700,39.250000,62,p,point,hPa,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1870,1880,10737,11,/scratch3/PALAEO-RA/daily_data/final/Luhansk/UA-UHMI_Luhansk_18700101-18801231_p_subdaily.tsv
Oksoy,WMO-1448,Oksoy_Fyr,58.07,8.05,8,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1870,2002,48577,133,/scratch3/PALAEO-RA/daily_data/final/Oksoy/CRU_Oksoy-Fyr_18700101-20021231_p_daily_qc.tsv
Oksoy,DWRUK_OXO,Oxo,58.073,8.053,30,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,1777,6,/scratch3/PALAEO-RA/daily_data/final/Oksoy/WRDv2-2_Oxo_18700103-18750331_p_subdaily.tsv
Thurso,DWRUK_THURSO,Thurso,58.59,-3.52,25,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,2736,6,/scratch3/PALAEO-RA/daily_data/final/Thurso/WRDv2-2_Thurso_18700210-18750331_p_subdaily.tsv
Trondheim,Trondheim,Trondheim,63.4319,10.4146,58.0,p,point,hPa,frost.met.no,DOI 10.5281/zenodo.5940391,1870,1927,57973,57,/scratch3/PALAEO-RA/daily_data/final/Trondheim/METNO_Trondheim_18700601-19270330_p_subdaily.tsv
Wick,DWRUK_WICK,Wick,58.442519,-3.090779,8.2,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,1809,6,/scratch3/PALAEO-RA/daily_data/final/Wick/WRDv2-2_Wick_18700101-18750331_p_subdaily.tsv
Angra,ANGRA,ANGRA,38.6600,-27.2300,48,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1871,1878,1791,7,/scratch3/PALAEO-RA/daily_data/final/Angra/EMULATE_Angra_18710901-18780331_p_subdaily.tsv
Funchal,FUNCHAL,FUNCHAL,32.6700,-16.9200,58,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1871,1881,3033,10,/scratch3/PALAEO-RA/daily_data/final/Funchal/EMULATE_Funchal_18710601-18811231_p_subdaily.tsv
LaCorunna,LACORUNA,LACORUNA,43.3600,-8.4100,225,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1871,1871,239,1,/scratch3/PALAEO-RA/daily_data/final/LaCorunna/EMULATE_Lacoruna_18710103-18711230_p_subdaily.tsv
Moville,DWRUK_MOVILLE,Moville,55.19165,-7.04260,40,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1871,1875,2420,5,/scratch3/PALAEO-RA/daily_data/final/Moville/WRDv2-2_Moville_18710203-18750331_p_subdaily.tsv
Odesa,Odesa,Odesa,46.433300,30.766700,43,p,point,hPa,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1871,1880,8658,8,/scratch3/PALAEO-RA/daily_data/final/Odesa/UA-UHMI_Odesa_18710101-18801231_p_subdaily.tsv
Odesa,Odesa_lighthouse,"Odesa, lighthouse",46.400000,30.750000,45,p,point,hPa,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1871,1872,1164,2,/scratch3/PALAEO-RA/daily_data/final/Odesa/UA-UHMI_Odesa_lighthouse_18710613-18720512_p_subdaily.tsv
Scilly,SCILLY,SCILLY,49.9200,-6.3000,25.9,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1871,1871,59,1,/scratch3/PALAEO-RA/daily_data/final/Scilly/EMULATE_Scilly_18710101-18710228_p_subdaily.tsv
Scilly,DWRUK_SCILLY,St. Mary's Signal Station,49.910000,-6.320000,6.1,p,point,hPa,DWR_UKMO; Edward Hanna,DOI 10.5281/zenodo.5940391,1871,1909,41054,39,/scratch3/PALAEO-RA/daily_data/final/Scilly/WRDv2-2_Scilly_18710104-19091231_p_subdaily.tsv
Algiers,ALGIERS,ALGIERS,36.7500,3.0600,10,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1872,1881,2732,9,/scratch3/PALAEO-RA/daily_data/final/Algiers/EMULATE_Algiers_18720303-18811231_p_subdaily.tsv
Cambridge,DWRUK_CAMBRIDGE,Cambridge Observatory,52.21687,0.09513,26.8,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,995,4,/scratch3/PALAEO-RA/daily_data/final/Cambridge/WRDv2-2_Cambridge_18720702-18750331_p_daily.tsv
CampoMaior,PTCAMP4,Portugal-Campo_Maior,39.015688,-7.065832,288,p,point,hPa,"Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from BAALAN1 (1866). PANGAEA.",https://doi.pangaea.de/10.1594/PANGAEA.925805,1872,1939,47293,50,/scratch3/PALAEO-RA/daily_data/final/CampoMaior/EMOSSv2_Campo-Maior_18721201-19391231_p_subdaily_qc.tsv
Charleville,DWRUK_CHARLEVILLE,Charleville,49.77,4.72,155,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,495,4,/scratch3/PALAEO-RA/daily_data/final/Charleville/WRDv2-2_Charleville_18720115-18750220_p_subdaily.tsv
Cuxhaven,DWRUK_CUXHAVEN,Cuxhaven,53.859,8.688,3,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1053,4,/scratch3/PALAEO-RA/daily_data/final/Cuxhaven/WRDv2-2_Cuxhaven_18720115-18750331_p_subdaily.tsv
Donaghadee,DWRUK_DONAGHADEE,Donaghadee,54.64,-5.53,9,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,982,4,/scratch3/PALAEO-RA/daily_data/final/Donaghadee/WRDv2-2_Donaghadee_18720713-18750331_p_subdaily.tsv
Fano,DWRUK_FANO,Fano,55.441365,8.398862,5,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,970,4,/scratch3/PALAEO-RA/daily_data/final/Fano/WRDv2-2_Fano_18720115-18750331_p_subdaily_subdaily.tsv
Kingstown,DWRUK_KINGSTOWN,Kingstown,53.29650,-6.13423,19,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,974,4,/scratch3/PALAEO-RA/daily_data/final/Kingstown/WRDv2-2_Kingstown_18720713-18750331_p_subdaily.tsv
Nottingham,DWRUK_NOTTINGHAM,Nottingham,52.93741,-1.19700,49,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,975,4,/scratch3/PALAEO-RA/daily_data/final/Nottingham/WRDv2-2_Nottingham_18720703-18750331_p_subdaily.tsv
Odesa,Odesa_lighthouse,"Odesa, lighthouse",46.400000,30.750000,45,p,point,hPa,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1872,1881,11842,10,/scratch3/PALAEO-RA/daily_data/final/Odesa/UA-UHMI_Odesa_lighthouse_18720513-18810112_p_subdaily.tsv
Oxford,DWRUK_OXFORD,Oxford,51.7612,-1.26399,64.6,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,988,4,/scratch3/PALAEO-RA/daily_data/final/Oxford/WRDv2-2_Oxford_18720701-18750331_p_subdaily.tsv
Portishead,DWRUK_PORTISHEAD,Portishead,51.488,-2.764,26,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,976,4,/scratch3/PALAEO-RA/daily_data/final/Portishead/WRDv2-2_Portishead_18720707-18750331_p_subdaily.tsv
Stornoway,WMO-3026,Stornoway,58.22,-6.32,21,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1872,1881,3653,10,/scratch3/PALAEO-RA/daily_data/final/Stornoway/CRU_Stornoway_18720101-18811231_p_daily_qc.tsv
Stornoway,STORNOWAY,STORNOWAY,58.2000,-6.3000,34,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1872,1881,3310,10,/scratch3/PALAEO-RA/daily_data/final/Stornoway/EMULATE_Stornoway_18721201-18811231_p_subdaily.tsv
Sumburgh,DWRUK_SUMBURGH,Sumburgh Head (Dunrossness),59.93410,-1.29033,4,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,256,4,/scratch3/PALAEO-RA/daily_data/final/Sumburgh/WRDv2-2_Sumburgh_18720115-18750108_p_subdaily.tsv
York,DWRUK_YORK,York,53.96118,-1.08768,16.2,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,866,4,/scratch3/PALAEO-RA/daily_data/final/York/WRDv2-2_York_18720822-18750331_p_subdaily.tsv
Essaouira,MOGADOR,MOGADOR,31.5100,-9.7600,50,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1873,1879,761,3,/scratch3/PALAEO-RA/daily_data/final/Essaouira/EMULATE_Essaouira_18731001-18791231_p_subdaily.tsv
Haparanda,DWRUK_HAPARANDA,Haparanda,65.816709,24.133329,8,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1873,1875,617,3,/scratch3/PALAEO-RA/daily_data/final/Haparanda/WRDv2-2_Haparanda_18730506-18750331_p_subdaily.tsv
Hernosand,DWRUK_HERNOSAND,Hernosand,62.61667,17.933332,8,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1873,1875,630,3,/scratch3/PALAEO-RA/daily_data/final/Hernosand/WRDv2-2_Hernosand_18730506-18750331_p_subdaily.tsv
Skagen,DWRUK_SKAGEN,Skagen,57.74,10.63,1,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1873,1875,596,3,/scratch3/PALAEO-RA/daily_data/final/Skagen/WRDv2-2_Skagen_18730506-18750331_p_subdaily.tsv
Stockholm,DWRUK_STOCKHOLM,Stockholm Observatory,59.341704,18.054890,26,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1873,1875,636,3,/scratch3/PALAEO-RA/daily_data/final/Stockholm/WRDv2-2_Stockholm_18730506-18750331_p_subdaily.tsv
Stornoway,DWRUK_STORNOWAY,Stornoway,58.21,-6.39,34,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1873,1875,793,3,/scratch3/PALAEO-RA/daily_data/final/Stornoway/WRDv2-2_Stornoway_18730101-18750331_p_subdaily.tsv
Visby,DWRUK_WISBY,Wisby,57.63341,18.283333,23,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1873,1875,625,3,/scratch3/PALAEO-RA/daily_data/final/Visby/WRDv2-2_Visby_18730506-18750331_p_subdaily.tsv
Aberdeen,ABERDEEN,Aberdeen,57.1667,-2.10,27,p,point,hPa,UK-HOURLY-BOOKS,https://github.com/ed-hawkins/weather-rescue-data/tree/master/hourly_uk,1874,1886,113952,13,/scratch3/PALAEO-RA/daily_data/final/Aberdeen/WRDv2-2_Aberdeen_UK-hourly-books_18740101-18861231_p_subdaily.tsv
Armagh,ARMAGH,Armagh,54.35,-6.65,63,p,point,hPa,UK-HOURLY-BOOKS,https://github.com/ed-hawkins/weather-rescue-data/tree/master/hourly_uk,1874,1883,87648,10,/scratch3/PALAEO-RA/daily_data/final/Armagh/WRDv2-2_Armagh_18740101-18831231_p_subdaily.tsv
Falmouth,FALMOUTH,Falmouth,50.15,-5.0667,64,p,point,hPa,C3S-DRS,https://github.com/ed-hawkins/weather-rescue-data/tree/master/hourly_uk,1874,1886,113952,13,/scratch3/PALAEO-RA/daily_data/final/Falmouth/WRDv2-2_Falmouth_18740101-18861231_p_subdaily.tsv
Fano,WMO-6080,Nordby,55.43,8.4,29,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1874,2002,47116,129,/scratch3/PALAEO-RA/daily_data/final/Fano/CRU_Fano-Nordby_18740101-20021231_p_daily_qc.tsv
Glasgow,GLASGOW,Glasgow,55.8833,-4.3,56,p,point,hPa,UK-HOURLY-BOOKS,https://github.com/ed-hawkins/weather-rescue-data/tree/master/hourly_uk,1874,1883,87648,10,/scratch3/PALAEO-RA/daily_data/final/Glasgow/WRDv2-2_Glasgow_18740101-18831231_p_subdaily.tsv
Hammerodde,WMO-6193,Hammerodde,55.3,14.78,11,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1874,1995,44559,122,/scratch3/PALAEO-RA/daily_data/final/Hammerodde/CRU_Hammerodde_18740101-19951231_p_daily_qc.tsv
HurstCastle,DWRUK_HURSTCASTLE,Hurst Castle,50.70666,-1.55117,1,p,point,hPa,DWR_UKMO,DOI 10.5281/zenodo.5940391,1874,1875,361,2,/scratch3/PALAEO-RA/daily_data/final/HurstCastle/WRDv2-2_Hurst-Castle_18740328-18750331_p_subdaily.tsv
Kew,KEW,Kew Observatory,51.4667,-0.3167,10,p,point,hPa,UK-HOURLY-BOOKS,https://github.com/ed-hawkins/weather-rescue-data/tree/master/hourly_uk,1874,1886,113952,13,/scratch3/PALAEO-RA/daily_data/final/Kew/WRDv2-2_Kew_18740101-18861231_p_subdaily.tsv
Odesa,Odesa_Vorontsov_lighthouse,"Odesa, Vorontsov lighthouse",46.500000,30.770000,0,p,point,hPa,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1874,1880,5211,6,/scratch3/PALAEO-RA/daily_data/final/Odesa/UA-UHMI_Odesa_Vorontsov_lighthouse_18740720-18801012_p_subdaily.tsv
Stonyhurst,STONYHURST,Stonyhurst Observatory,53.85,-2.4667,109,p,point,hPa,UK-HOURLY-BOOKS,https://github.com/ed-hawkins/weather-rescue-data/tree/master/hourly_uk,1874,1883,87648,10,/scratch3/PALAEO-RA/daily_data/final/Stonyhurst/WRDv2-2_Stonyhurst_18740101-18831231_p_subdaily.tsv
Stykkisholmur,WMO-4013,Stykkisholmur,65.08,-22.73,8,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1874,2002,47116,129,/scratch3/PALAEO-RA/daily_data/final/Stykkisholmur/CRU_Stykkisholmur_18740101-20021231_p_daily_qc.tsv
Torshavn,WMO-6011,Torshavn,62.02,-6.77,55,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1874,2002,47116,129,/scratch3/PALAEO-RA/daily_data/final/Torshavn/CRU_Torshavn_18740101-20021231_p_daily_qc.tsv
Valentia,VALENTIA,Valencia Observatory,51.9167,-10.3,7,p,point,hPa,UK-HOURLY-BOOKS,https://github.com/ed-hawkins/weather-rescue-data/tree/master/hourly_uk,1874,1886,113952,13,/scratch3/PALAEO-RA/daily_data/final/Valentia/WRDv2-2_Valentia_UK-hourly-books_18740101-18861231_p_subdaily_qc.tsv
Vestervig,WMO-6051,Vestervig,56.77,8.32,19,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1874,1995,44559,122,/scratch3/PALAEO-RA/daily_data/final/Vestervig/CRU_Vestervig_18740101-19951231_p_daily_qc.tsv
Nuuk,WMO-4250,Godt_Haab,64.16,-51.75,70,p,mean,hPa,CRU,https://sites.uea.ac.uk/cru/,1875,1880,2192,6,/scratch3/PALAEO-RA/daily_data/final/Nuuk/CRU_Godthaab_18750101-18801231_p_daily_qc.tsv
Tromso,Tromsø,Tromsø,69.6520,18.9500,38.0,p,point,hPa,frost.met.no,DOI 10.5281/zenodo.5940391,1875,1926,56223,52,/scratch3/PALAEO-RA/daily_data/final/Tromso/METNO_Tromso_18750901-19261230_p_subdaily.tsv
Alexandria,ALEXANDRIA,ALEXANDRIA,31.2000,29.9100,1,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1876,1881,2192,6,/scratch3/PALAEO-RA/daily_data/final/Alexandria/EMULATE_Alexandria_18760101-18811231_p_subdaily.tsv
ChannelIslands,JERSEY-CHANNEL-ISLAND-VIBERT,JERSEY-CHANNEL-ISLAND-VIBERT,49.1889,-2.1619,37.9,p,point,hPa,"PUBLISHED IN JERSEY TIMES, TRANSCRIBED BY FRANK LE BLANCQ",https://doi.org/10.5281/zenodo.11001125,1876,1886,7298,11,/scratch3/PALAEO-RA/daily_data/final/ChannelIslands/WRDv2-2_Vibert_Channel-Islands_18760101-18860131_p_subdaily_qc.tsv
Algiers,60369,Algiers-Ville-Universite,36.78,3.07,59,p,mean,hPa,Medare,https://www.idare-portal.org/data/medare,1877,1938,19302,59,/scratch3/PALAEO-RA/daily_data/final/Algiers/MEDARE_Algiers_18770101-19381231_p_daily.tsv
ElKala,60367,La_Calle_El_Kala,36.9,8.44,10,p,mean,hPa,Medare,https://www.idare-portal.org/data/medare,1877,1938,12603,46,/scratch3/PALAEO-RA/daily_data/final/ElKala/MEDARE_ElKala_18770101-19381231_p_daily.tsv
Kharkiv,Kharkiv_university,"Kharkiv, university",50.000000,36.233300,140,p,point,hPa,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1877,1880,3543,4,/scratch3/PALAEO-RA/daily_data/final/Kharkiv/UA-UHMI_Kharkiv-University_18770501-18801231_p_subdaily.tsv
Biskra,BISKRA,BISKRA,34.8400,5.7500,87,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1878,1881,1425,4,/scratch3/PALAEO-RA/daily_data/final/Biskra/EMULATE_Biskra_18780101-18811231_p_subdaily.tsv
Sibiu,SIBIU,SIBIU,45.8000,24.1300,415,p,point,hPa,EMULATE,DOI 10.5281/zenodo.5940391,1878,1881,1119,4,/scratch3/PALAEO-RA/daily_data/final/Sibiu/EMULATE_Sibiu_18781014-18811231_p_subdaily.tsv
Chlef,60425,Orleansville_Chlef,36.17,1.34,112,p,mean,hPa,Medare,https://www.idare-portal.org/data/medare,1879,1938,17328,56,/scratch3/PALAEO-RA/daily_data/final/Chlef/MEDARE_Orleansville-Chlef_60425_18790101-19381231_p_daily.tsv
