station_source,variable,folder,start,end,span_days,span_years,covered_days,n_files,n_blocks,max_gap_days,blocks,file_list
London,p,London,1691-12-21,2007-12-31,115427,316.03,115427,27,1,0,1691-12-21..2007-12-31,/scratch3/PALAEO-RA/daily_data/final/London/London_16911221-17030531_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_16920101-20071231_p_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_16930111-16931119_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_16970122-17090111_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17090203-17171205_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17161118-17200330_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17200403-17230102_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17230103-17230731_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17230801-17271231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17280101-17450430_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17450501-17500331_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17500401-17650731_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17650801-17731231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17740101-17810831_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17810901-17820420_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17820421-17841003_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17820801-17821231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17840701-17861231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_17870101-18221231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_18230101-18411231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_18240315-18650219_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_18411213-18450331_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_18420101-18440131_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_18440201-18541028_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_18540101-19170402_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_18570204-19060706_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/London/London_18610720-19021019_p_subdaily_qc.tsv
London_Boyle,p,London,1684-12-11,1686-02-10,427,1.17,427,1,1,0,1684-12-11..1686-02-10,/scratch3/PALAEO-RA/daily_data/final/London/London_Boyle_16841211-16860210_p_subdaily.tsv
London_Boyle,ta,London,1684-12-11,1686-02-10,427,1.17,427,1,1,0,1684-12-11..1686-02-10,/scratch3/PALAEO-RA/daily_data/final/London/London_Boyle_16841211-16860210_ta_subdaily_qc.tsv
London_Locke,dd,London,1672-01-31,1675-06-13,1230,3.37,1230,1,1,0,1672-01-31..1675-06-13,/scratch3/PALAEO-RA/daily_data/final/London/London_Locke_16720131-16750613_dd_subdaily.tsv
Lugansk,p,Lugansk,1829-09-01,1851-01-12,7804,21.37,7804,1,1,0,1829-09-01..1851-01-12,/scratch3/PALAEO-RA/daily_data/final/Lugansk/Lugansk_18290901-18510112_p_subdaily_qc.tsv
Lugansk,ta,Lugansk,1827-01-01,1851-01-12,8778,24.03,8778,1,1,0,1827-01-01..1851-01-12,/scratch3/PALAEO-RA/daily_data/final/Lugansk/Lugansk_18270101-18510112_ta_subdaily_qc.tsv
Lund,ta,Lund,1784-01-21,2024-12-31,88004,240.95,88004,1,1,0,1784-01-21..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Lund/Lund_17840121-20241231_ta_daily.tsv
Maastricht,Tn,Maastricht,1852-01-01,1905-12-31,19723,54.00,19723,1,1,0,1852-01-01..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Maastricht/Maastricht_18520101-19051231_Tn_daily_qc.tsv
Maastricht,Tx,Maastricht,1852-01-01,1905-12-31,19723,54.00,19723,1,1,0,1852-01-01..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Maastricht/Maastricht_18520101-19051231_Tx_daily_qc.tsv
Maastricht,dd,Maastricht,1851-12-10,1905-12-31,19745,54.06,19745,1,1,0,1851-12-10..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Maastricht/Maastricht_18511210-19051231_dd_subdaily_qc.tsv
Maastricht,p,Maastricht,1865-12-01,1904-12-31,14275,39.08,14275,1,1,0,1865-12-01..1904-12-31,/scratch3/PALAEO-RA/daily_data/final/Maastricht/Maastricht_18651201-19041231_p_subdaily_qc.tsv
Maastricht,rh,Maastricht,1852-01-01,1905-12-31,19723,54.00,19723,1,1,0,1852-01-01..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Maastricht/Maastricht_18520101-19051231_rh_subdaily_qc.tsv
Maastricht,rr,Maastricht,1852-04-01,1905-12-31,19632,53.75,19632,1,1,0,1852-04-01..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Maastricht/Maastricht_18520401-19051231_rr_subdaily_qc.tsv
Maastricht,ta,Maastricht,1852-01-01,1905-12-31,19723,54.00,19723,1,1,0,1852-01-01..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Maastricht/Maastricht_18520101-19051231_ta_subdaily_qc.tsv
Mannheim,dd,Mannheim,1781-01-01,1792-12-31,4383,12.00,4383,1,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Mannheim/Mannheim_17810101-17921231_dd_subdaily_qc.tsv
Mannheim,eee,Mannheim,1781-01-01,1791-12-31,4017,11.00,4017,1,1,0,1781-01-01..1791-12-31,/scratch3/PALAEO-RA/daily_data/final/Mannheim/Mannheim_17810101-17911231_eee_daily_qc.tsv
Mannheim,p,Mannheim,1781-01-01,1792-12-31,4383,12.00,4383,2,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Mannheim/Mannheim_17810101-17921231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Mannheim/Mannheim_17870101-17881231_p_daily_qc.tsv
Mannheim,rr,Mannheim,1781-01-01,1792-12-31,4383,12.00,4383,1,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Mannheim/Mannheim_17810101-17921231_rr_daily_qc.tsv
Mannheim,ta,Mannheim,1781-01-01,1792-12-31,4383,12.00,4383,2,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Mannheim/Mannheim_17810101-17921231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Mannheim/Mannheim_17870101-17881231_ta_daily_qc.tsv
Mannheim,w,Mannheim,1781-01-01,1792-12-31,4383,12.00,4383,1,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Mannheim/Mannheim_17810101-17921231_w_subdaily.tsv
Marseille,dd,Marseille,1782-09-11,1792-12-31,3765,10.31,3765,1,1,0,1782-09-11..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Marseille/Marseille_17820911-17921231_dd_subdaily_qc.tsv
Marseille,p,Marseille,1782-09-11,1792-12-31,3765,10.31,3765,1,1,0,1782-09-11..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Marseille/Marseille_17820911-17921231_p_subdaily_qc.tsv
Marseille,rr,Marseille,1783-01-01,1792-12-31,3653,10.00,3653,1,1,0,1783-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Marseille/Marseille_17830101-17921231_rr_subdaily_qc.tsv
Marseille,ta,Marseille,1782-09-11,1792-12-31,3765,10.31,3765,1,1,0,1782-09-11..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Marseille/Marseille_17820911-17921231_ta_subdaily_qc.tsv
Marseille,w,Marseille,1782-09-11,1792-12-31,3765,10.31,3765,1,1,0,1782-09-11..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Marseille/Marseille_17820911-17921231_w_subdaily.tsv
Middelburg,dd,Middelburg,1782-07-04,1788-12-31,2373,6.50,2373,1,1,0,1782-07-04..1788-12-31,/scratch3/PALAEO-RA/daily_data/final/Middelburg/Middelburg_17820704-17881231_dd_subdaily_qc.tsv
Middelburg,eee,Middelburg,1782-07-04,1786-12-31,1642,4.50,1642,1,1,0,1782-07-04..1786-12-31,/scratch3/PALAEO-RA/daily_data/final/Middelburg/Middelburg_17820704-17861231_eee_subdaily.tsv
Middelburg,p,Middelburg,1782-07-04,1788-12-31,2373,6.50,2373,2,1,0,1782-07-04..1788-12-31,/scratch3/PALAEO-RA/daily_data/final/Middelburg/Middelburg_17820704-17861231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Middelburg/Middelburg_17870101-17881231_p_daily_qc.tsv
Middelburg,ta,Middelburg,1782-07-04,1788-12-31,2373,6.50,2373,2,1,0,1782-07-04..1788-12-31,/scratch3/PALAEO-RA/daily_data/final/Middelburg/Middelburg_17820704-17861231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Middelburg/Middelburg_17870101-17881231_ta_daily_qc.tsv
Middelburg,w,Middelburg,1782-07-04,1788-12-31,2373,6.50,2373,1,1,0,1782-07-04..1788-12-31,/scratch3/PALAEO-RA/daily_data/final/Middelburg/Middelburg_17820704-17881231_w_subdaily.tsv
Milan,Tn,Milan,1763-01-01,1949-12-31,68300,187.00,68300,1,1,0,1763-01-01..1949-12-31,/scratch3/PALAEO-RA/daily_data/final/Milan/Milan_17630101-19491231_Tn_daily_qc.tsv
Milan,Tx,Milan,1763-01-01,1949-12-31,68300,187.00,68300,1,1,0,1763-01-01..1949-12-31,/scratch3/PALAEO-RA/daily_data/final/Milan/Milan_17630101-19491231_Tx_daily_qc.tsv
Milan,p,Milan,1763-01-01,1949-12-31,68300,187.00,68300,2,1,0,1763-01-01..1949-12-31,/scratch3/PALAEO-RA/daily_data/final/Milan/Milan_17630101-18621231_p_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Milan/Milan_17630101-19491231_p_daily_qc.tsv
Milan,ta,Milan,1763-01-01,1949-12-31,68300,187.00,68300,2,1,0,1763-01-01..1949-12-31,/scratch3/PALAEO-RA/daily_data/final/Milan/Milan_17630101-18621231_ta_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Milan/Milan_17630101-19491231_ta_daily_qc.tsv
Minsk,ta,Minsk,1891-04-01,2024-12-31,48853,133.75,48853,1,1,0,1891-04-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Minsk/Minsk_18910401-20241231_ta_daily.tsv
Montpellier,dd,Montpellier,1705-02-03,1748-06-24,15848,43.39,15848,1,1,0,1705-02-03..1748-06-24,/scratch3/PALAEO-RA/daily_data/final/Montpellier/Montpellier_17050203-17480624_dd_subdaily_qc.tsv
Montpellier,p,Montpellier,1705-02-03,1748-12-28,16035,43.90,16035,1,1,0,1705-02-03..1748-12-28,/scratch3/PALAEO-RA/daily_data/final/Montpellier/Montpellier_17050203-17481228_p_subdaily_qc.tsv
Montpellier,ta,Montpellier,1737-01-03,1748-06-24,4191,11.47,4191,1,1,0,1737-01-03..1748-06-24,/scratch3/PALAEO-RA/daily_data/final/Montpellier/Montpellier_17370103-17480624_ta_subdaily_qc.tsv
Moscow,dd,Moscow,1784-12-21,1792-12-31,2933,8.03,2933,1,1,0,1784-12-21..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Moscow/Moscow_17841221-17921231_dd_subdaily_qc.tsv
Moscow,p,Moscow,1785-03-21,1792-12-31,2843,7.78,2843,1,1,0,1785-03-21..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Moscow/Moscow_17850321-17921231_p_subdaily_qc.tsv
Moscow,ta,Moscow,1785-03-21,1792-12-31,2843,7.78,2843,1,1,0,1785-03-21..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Moscow/Moscow_17850321-17921231_ta_subdaily_qc.tsv
Mulhouse,p,Mulhouse,1794-03-05,1812-12-31,6876,18.83,6876,1,1,0,1794-03-05..1812-12-31,/scratch3/PALAEO-RA/daily_data/final/Mulhouse/Mulhouse_17940305-18121231_p_subdaily_qc.tsv
Mulhouse,ta,Mulhouse,1794-03-05,1812-12-31,6876,18.83,6876,1,1,0,1794-03-05..1812-12-31,/scratch3/PALAEO-RA/daily_data/final/Mulhouse/Mulhouse_17940305-18121231_ta_subdaily_qc.tsv
Munich,dd,Munich,1781-01-01,1792-12-31,4383,12.00,4383,1,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Munich/Munich_17810101-17921231_dd_subdaily_qc.tsv
Munich,eee,Munich,1782-01-01,1788-12-31,2557,7.00,2557,1,1,0,1782-01-01..1788-12-31,/scratch3/PALAEO-RA/daily_data/final/Munich/Munich_17820101-17881231_eee_subdaily.tsv
Munich,p,Munich,1781-01-01,1792-12-31,4383,12.00,4383,2,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Munich/Munich_17810101-17921231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Munich/Munich_17870101-17871231_p_daily_qc.tsv
Munich,ta,Munich,1781-01-01,1792-12-31,4383,12.00,4383,2,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Munich/Munich_17810101-17921231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Munich/Munich_17870101-17871231_ta_daily_qc.tsv
Munich,w,Munich,1781-01-01,1792-12-31,4383,12.00,4383,1,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Munich/Munich_17810101-17921231_w_subdaily.tsv
Nicosia,ta,Nicosia,1881-08-01,1922-12-31,15127,41.42,15127,1,1,0,1881-08-01..1922-12-31,/scratch3/PALAEO-RA/daily_data/final/Nicosia/Nicosia_18810801-19221231_ta_subdaily.tsv
Nora,ta,Nora,1874-01-01,1917-03-31,15795,43.25,15795,1,1,0,1874-01-01..1917-03-31,/scratch3/PALAEO-RA/daily_data/final/Nora/Nora_18740101-19170331_ta_daily.tsv
Nuernberg,dd,Nuernberg,1718-12-21,1743-12-31,9142,25.03,8593,2,2,549,1718-12-21..1730-06-30; 1732-01-01..1743-12-31,/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_17181221-17300630_dd_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_17320101-17431231_dd_daily_qc.tsv
Nuernberg,p,Nuernberg,1718-12-21,1743-12-31,9142,25.03,8593,2,2,549,1718-12-21..1730-06-30; 1732-01-01..1743-12-31,/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_17181221-17300630_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_17320101-17431231_p_daily_qc.tsv
Nuernberg,ta,Nuernberg,1718-12-21,2024-12-31,111776,306.03,61919,7,3,49308,1718-12-21..1730-06-30; 1732-01-01..1743-12-31; 1879-01-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_17181221-17241231_ta_subdaily.tsv|/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_17250101-17261231_ta_subdaily.tsv|/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_17270101-17270310_ta_subdaily.tsv|/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_17270311-17271231_ta_subdaily.tsv|/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_17280101-17300630_ta_subdaily.tsv|/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_17320101-17431231_ta_daily.tsv|/scratch3/PALAEO-RA/daily_data/final/Nuernberg/Nuernberg_18790101-20241231_ta_daily.tsv
Odesa,p,Odesa,1839-04-10,1850-06-13,4083,11.18,4083,1,1,0,1839-04-10..1850-06-13,/scratch3/PALAEO-RA/daily_data/final/Odesa/Odesa_18390410-18500613_p_subdaily_qc.tsv
Odesa,ta,Odesa,1839-04-10,2024-12-31,67837,185.73,51930,2,2,15907,1839-04-10..1850-06-13; 1894-01-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Odesa/Odesa_18390410-18500613_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Odesa/Odesa_18940101-20241231_ta_daily.tsv
Osijek,ta,Osijek,1858-03-01,2021-12-31,59841,163.84,59841,1,1,0,1858-03-01..2021-12-31,/scratch3/PALAEO-RA/daily_data/final/Osijek/Osijek_18580301-20211231_ta_daily.tsv
Oxford_1,dd,Oxford,1666-07-04,1683-07-10,6216,17.02,6216,1,1,0,1666-07-04..1683-07-10,/scratch3/PALAEO-RA/daily_data/final/Oxford/Oxford_1_16660704-16830710_dd_subdaily_qc.tsv
Oxford_1,p,Oxford,1666-07-04,1683-07-10,6216,17.02,6216,1,1,0,1666-07-04..1683-07-10,/scratch3/PALAEO-RA/daily_data/final/Oxford/Oxford_1_16660704-16830710_p_subdaily_qc.tsv
Oxford_2,p,Oxford,1684-01-01,1684-12-31,366,1.00,366,1,1,0,1684-01-01..1684-12-31,/scratch3/PALAEO-RA/daily_data/final/Oxford/Oxford_2_16840101-16841231_p_subdaily_qc.tsv
Oxford_Radcliffe,ta,Oxford,1815-01-01,2024-12-31,76702,210.00,76702,1,1,0,1815-01-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Oxford/Oxford_Radcliffe_18150101-20241231_ta_daily.tsv
Padua,Tn,Padua,1774-01-01,1997-05-31,81600,223.41,81600,1,1,0,1774-01-01..1997-05-31,/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17740101-19970531_Tn_daily_qc.tsv
Padua,Tx,Padua,1774-01-01,1997-05-31,81600,223.41,81600,1,1,0,1774-01-01..1997-05-31,/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17740101-19970531_Tx_daily_qc.tsv
Padua,dd,Padua,1781-01-01,1792-12-31,4383,12.00,4383,1,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17810101-17921231_dd_subdaily_qc.tsv
Padua,p,Padua,1725-01-12,1997-11-30,99669,272.88,99669,2,1,0,1725-01-12..1997-11-30,/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17250112-19971130_p_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17810101-17921231_p_subdaily_qc.tsv
Padua,rr,Padua,1727-01-01,2018-12-31,106651,292.00,106651,2,1,0,1727-01-01..2018-12-31,/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17270101-20181231_rr_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17810101-17921231_rr_subdaily_qc.tsv
Padua,ta,Padua,1725-01-12,1997-05-31,99486,272.38,99486,4,1,0,1725-01-12..1997-05-31,/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17250112-17731231_ta_noon_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17250112-19970531_ta_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17810101-17921231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Padua/Padua_17870101-17881231_ta_daily_qc.tsv
Paris,p,Paris,1747-12-20,2011-11-06,96381,263.88,96376,6,3,4,1747-12-20..1759-12-31; 1760-01-05..1872-06-15; 1872-06-17..2011-11-06,/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_17471220-17591231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_17600105-17760731_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_17760801-17841231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_17850101-18720615_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_18720617-18961231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_18961231-20111106_p_subdaily_qc.tsv
Paris_Jefferson,rh,Paris,1788-09-01,1789-09-25,390,1.07,390,1,1,0,1788-09-01..1789-09-25,/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_Jefferson_17880901-17890925_rh_subdaily_qc.tsv
Paris_Jefferson,ta,Paris,1785-06-09,1789-09-25,1570,4.30,1570,1,1,0,1785-06-09..1789-09-25,/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_Jefferson_17850609-17890925_ta_subdaily_qc.tsv
Paris_Morin,p,Paris,1670-01-01,2007-12-31,123451,338.00,123451,1,1,0,1670-01-01..2007-12-31,/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_Morin_16700101-20071231_p_daily_qc.tsv
Paris_Morin,rr,Paris,1665-02-01,1713-06-30,17681,48.41,17681,1,1,0,1665-02-01..1713-06-30,/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_Morin_16650201-17130630_rr_daily_qc.tsv
Paris_Morin,ta,Paris,1675-09-01,1713-07-12,13829,37.86,13829,1,1,0,1675-09-01..1713-07-12,/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_Morin_16750901-17130712_ta_subdaily.tsv
Paris_Rousseau,Tn,Paris,1675-12-01,2023-12-31,127135,348.08,127135,1,1,0,1675-12-01..2023-12-31,/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_Rousseau_16751201-20231231_Tn_daily.tsv
Paris_Rousseau,Tx,Paris,1675-12-01,2023-12-31,127135,348.08,127135,1,1,0,1675-12-01..2023-12-31,/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_Rousseau_16751201-20231231_Tx_daily.tsv
Paris_Rousseau,ta,Paris,1658-05-25,2023-12-31,133534,365.60,133534,1,1,0,1658-05-25..2023-12-31,/scratch3/PALAEO-RA/daily_data/final/Paris/Paris_Rousseau_16580525-20231231_ta_daily.tsv
Piacenza,rr,Piacenza,1871-12-01,2022-12-31,55183,151.09,55183,1,1,0,1871-12-01..2022-12-31,/scratch3/PALAEO-RA/daily_data/final/Piacenza/Piacenza_18711201-20221231_rr_daily_qc.tsv
Piacenza,ta,Piacenza,1871-12-01,2002-06-30,47694,130.58,47694,1,1,0,1871-12-01..2002-06-30,/scratch3/PALAEO-RA/daily_data/final/Piacenza/Piacenza_18711201-20020630_ta_daily_qc.tsv
Pitea,ta,Pitea,1859-07-07,2024-12-31,60444,165.49,60444,1,1,0,1859-07-07..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Pitea/Pitea_18590707-20241231_ta_daily.tsv
Poltava,p,Poltava,1836-01-01,1851-01-12,5491,15.03,5491,1,1,0,1836-01-01..1851-01-12,/scratch3/PALAEO-RA/daily_data/final/Poltava/Poltava_18360101-18510112_p_subdaily_qc.tsv
Poltava,ta,Poltava,1824-01-01,1851-01-12,9874,27.03,9874,1,1,0,1824-01-01..1851-01-12,/scratch3/PALAEO-RA/daily_data/final/Poltava/Poltava_18240101-18510112_ta_subdaily_qc.tsv
Portugal-Campo_Maior,dd,Extremadura,1872-12-01,1939-12-31,24501,67.08,24501,1,1,0,1872-12-01..1939-12-31,/scratch3/PALAEO-RA/daily_data/final/Extremadura/Portugal-Campo_Maior_18721201-19391231_dd_subdaily_qc.tsv
Portugal-Campo_Maior,p,Extremadura,1872-12-01,1939-12-31,24501,67.08,24501,1,1,0,1872-12-01..1939-12-31,/scratch3/PALAEO-RA/daily_data/final/Extremadura/Portugal-Campo_Maior_18721201-19391231_p_subdaily_qc.tsv
Portugal-Campo_Maior,ta,Extremadura,1872-12-01,1939-12-31,24501,67.08,24501,1,1,0,1872-12-01..1939-12-31,/scratch3/PALAEO-RA/daily_data/final/Extremadura/Portugal-Campo_Maior_18721201-19391231_ta_subdaily_qc.tsv
Prague,dd,Prague,1781-08-01,1791-12-31,3805,10.42,3805,1,1,0,1781-08-01..1791-12-31,/scratch3/PALAEO-RA/daily_data/final/Prague/Prague_17810801-17911231_dd_subdaily_qc.tsv
Prague,p,Prague,1781-08-01,1791-12-31,3805,10.42,3805,2,1,0,1781-08-01..1791-12-31,/scratch3/PALAEO-RA/daily_data/final/Prague/Prague_17810801-17911231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Prague/Prague_17870101-17871231_p_daily_qc.tsv
Prague,rr,Prague,1781-08-01,1786-12-31,1979,5.42,1979,1,1,0,1781-08-01..1786-12-31,/scratch3/PALAEO-RA/daily_data/final/Prague/Prague_17810801-17861231_rr_daily_qc.tsv
Prague,ta,Prague,1781-08-01,1791-12-31,3805,10.42,3805,2,1,0,1781-08-01..1791-12-31,/scratch3/PALAEO-RA/daily_data/final/Prague/Prague_17810801-17911231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Prague/Prague_17870101-17871231_ta_daily_qc.tsv
Prague,w,Prague,1781-08-01,1791-11-28,3772,10.33,3772,1,1,0,1781-08-01..1791-11-28,/scratch3/PALAEO-RA/daily_data/final/Prague/Prague_17810801-17911128_w_subdaily.tsv
Prague_1775-2014,ta,Prague,1775-01-01,2014-02-28,87352,239.16,87352,1,1,0,1775-01-01..2014-02-28,/scratch3/PALAEO-RA/daily_data/final/Prague/Prague_1775-2014_17750101-20140228_ta_daily_qc.tsv
Putbus,ta,Putbus,1853-07-01,2024-12-31,62641,171.51,62641,1,1,0,1853-07-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Putbus/Putbus_18530701-20241231_ta_daily.tsv
Pyshminsk,dd,Pyshminsk,1790-05-01,1791-12-31,610,1.67,610,1,1,0,1790-05-01..1791-12-31,/scratch3/PALAEO-RA/daily_data/final/Pyshminsk/Pyshminsk_17900501-17911231_dd_subdaily_qc.tsv
Pyshminsk,p,Pyshminsk,1790-05-01,1791-12-31,610,1.67,610,1,1,0,1790-05-01..1791-12-31,/scratch3/PALAEO-RA/daily_data/final/Pyshminsk/Pyshminsk_17900501-17911231_p_subdaily_qc.tsv
Pyshminsk,ta,Pyshminsk,1790-05-01,1791-12-31,610,1.67,610,1,1,0,1790-05-01..1791-12-31,/scratch3/PALAEO-RA/daily_data/final/Pyshminsk/Pyshminsk_17900501-17911231_ta_subdaily_qc.tsv
Regensburg,dd,Regensburg,1781-01-01,1791-12-31,4017,11.00,4017,1,1,0,1781-01-01..1791-12-31,/scratch3/PALAEO-RA/daily_data/final/Regensburg/Regensburg_17810101-17911231_dd_subdaily_qc.tsv
Regensburg,p,Regensburg,1781-01-01,1791-12-31,4017,11.00,4017,2,1,0,1781-01-01..1791-12-31,/scratch3/PALAEO-RA/daily_data/final/Regensburg/Regensburg_17810101-17911231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Regensburg/Regensburg_17880101-17881231_p_daily_qc.tsv
Regensburg,rr,Regensburg,1781-01-01,1786-12-31,2191,6.00,2191,1,1,0,1781-01-01..1786-12-31,/scratch3/PALAEO-RA/daily_data/final/Regensburg/Regensburg_17810101-17861231_rr_daily_qc.tsv
Regensburg,ta,Regensburg,1781-01-01,1791-12-31,4017,11.00,4017,2,1,0,1781-01-01..1791-12-31,/scratch3/PALAEO-RA/daily_data/final/Regensburg/Regensburg_17810101-17911231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Regensburg/Regensburg_17880101-17881231_ta_daily_qc.tsv
